tin;year;employees_count
7106512700;2021;1
7106512700;2022;0
7106514369;2018;1
7106520563;2018;4
7106520563;2019;1
7106520563;2020;0
7106520563;2021;0
7106529164;2018;3
7106529164;2019;3
7106529164;2020;1
7106529164;2021;1
7106529164;2022;0
7106531766;2018;1
7106531766;2019;3
7106531766;2020;13
7106531766;2022;3
7106531903;2018;1
7106531903;2019;3
7106531903;2020;3
7106531903;2021;2
7106531903;2022;1
7107030233;2018;120
7107030233;2019;116
7107030233;2020;100
7107030233;2021;86
7107030233;2022;79
7107036563;2020;1
7107041725;2018;62
7107041725;2019;61
7107041725;2020;65
7107041725;2021;58
7107041725;2022;58
7107070638;2018;4
7107076742;2018;3
7107094808;2018;38
7107094808;2019;45
7107094808;2020;53
7107094808;2021;54
7107094808;2022;60
7107101910;2018;38
7107101910;2019;38
7107101910;2020;32
7107101910;2021;32
7107101910;2022;31
7107107493;2018;2
7107107493;2019;2
7107107493;2020;2
7107107493;2021;2
7107107493;2022;2
7107119851;2018;4
7107119851;2019;9
7107119851;2020;15
7107119851;2021;13
7107119851;2022;22
7107120180;2018;1
7107120180;2019;1
7107122491;2018;10
7107122491;2019;19
7107122491;2020;3
7107122491;2021;2
7107122491;2022;1
7107129105;2018;0
7107129105;2019;1
7107129105;2020;1
7107129105;2021;2
7107129105;2022;2
7107129320;2018;1
7107133542;2019;1
7107133542;2020;0
7107517330;2018;5
7107517330;2019;5
7107517330;2020;5
7107517330;2021;5
7107517330;2022;5
7107520990;2018;1
7107520990;2019;1
7107520990;2020;1
7107520990;2021;1
7107520990;2022;1
7107522235;2018;12
7107522235;2019;14
7107522235;2020;17
7107522235;2021;12
7107522235;2022;15
7107523535;2018;27
7107523535;2019;30
7107523535;2020;27
7107523535;2021;31
7107523535;2022;37
7107523609;2018;0
7107523976;2018;1
7107523976;2019;1
7107524850;2018;1
7107525684;2018;17
7107525684;2019;20
7107525684;2020;0
7107525684;2021;15
7107525684;2022;18
7107527843;2018;36
7107527843;2019;35
7107527843;2020;35
7107527843;2021;34
7107527843;2022;37
7107544172;2018;25
7107544172;2019;24
7107544172;2020;22
7107544172;2021;20
7107544172;2022;20
7107547110;2018;1
7107547110;2019;1
7107547110;2020;0
7107547110;2021;1
7107547110;2022;1
7107549491;2018;1
7107549491;2019;1
7107549491;2020;0
7107549491;2021;1
7107549491;2022;1
7107550747;2018;1
7107550747;2019;1
7107550747;2020;1
7107550747;2021;1
7107550747;2022;1
7107551420;2018;1
7107551420;2019;1
7107551420;2020;1
7107551420;2021;1
7107551420;2022;1
7111017813;2018;11
7111017813;2019;9
7111017813;2020;8
7111017813;2021;5
7111017813;2022;4
7111020397;2018;6
7111020397;2019;4
7111020397;2020;7
7111020397;2021;9
7111020397;2022;9
7111023260;2020;0
7111023380;2020;3
7111023380;2021;9
7111023380;2022;10
7111500330;2018;7
7111500330;2019;5
7111500330;2020;1
7111500330;2021;0
7111505458;2018;1
7111505899;2018;8
7111505899;2019;8
7111505899;2020;6
7111505899;2021;9
7111505899;2022;10
7112502160;2018;1
7112502160;2019;1
7112502160;2020;1
7112502160;2021;1
7112502160;2022;1
7112502509;2018;1
7112502509;2019;1
7112502509;2020;1
7113010436;2018;61
7113010436;2019;59
7113010436;2020;60
7113010436;2021;58
7113010436;2022;60
7113013420;2018;46
7113013420;2019;40
7113013420;2020;43
7113013420;2021;35
7113013420;2022;35
7113022054;2018;2
7113022054;2019;1
7113022054;2020;1
7113022054;2021;1
7113022054;2022;1
7113500470;2018;54
7113500470;2019;42
7113500470;2020;31
7113500470;2021;25
7113500470;2022;31
7113501025;2018;1
7113501025;2019;1
7113502533;2018;3
7113502533;2019;4
7113502533;2020;4
7113502533;2021;4
7113502533;2022;3
7114001321;2018;380
7114001321;2019;384
7114001321;2020;393
7114001321;2021;373
7114005439;2018;1
7114005439;2019;1
7114005439;2020;1
7114005439;2021;1
7114005439;2022;1
7114009730;2018;0
7114009754;2018;0
7114009754;2019;0
7114009754;2020;0
7114009761;2018;0
7114009803;2018;0
7114021720;2018;1
7114021720;2019;1
7114021720;2020;0
7114021720;2021;1
7114021720;2022;1
7114023068;2018;31
7114023068;2019;24
7114023068;2020;26
7114023068;2021;26
7114023068;2022;24
7114023533;2018;9
7114023533;2019;9
7114023533;2020;9
7114023533;2021;9
7114023533;2022;10
7114023580;2018;70
7114023614;2018;0
7114023614;2019;20
7114023614;2020;50
7114023614;2021;43
7114023614;2022;39
7114023999;2018;4
7114023999;2019;3
7114023999;2020;3
7114023999;2021;3
7114024294;2019;2
7114024294;2020;0
7114024294;2021;1
7114024544;2020;0
7114024544;2021;0
7114024544;2022;1
7114500031;2018;0
7114500031;2019;0
7114500786;2018;1
7114502416;2018;2
7114502416;2019;1
7114502977;2018;0
7114503018;2018;0
7115008873;2018;58
7115008873;2019;72
7115008873;2020;86
7115008873;2021;82
7115008873;2022;71
7115021930;2018;82
7115021930;2019;82
7115021930;2020;77
7115021930;2021;64
7115021930;2022;50
7115022733;2018;11
7115022733;2019;9
7115501648;2018;7
7115501648;2019;6
7115501711;2018;1
7115501711;2019;1
7115501711;2020;1
7115501711;2021;0
7115501711;2022;1
7116018352;2018;77
7116018352;2019;71
7116018352;2020;68
7116018352;2021;68
7116018352;2022;69
7116019162;2018;3
7116019162;2019;2
7116019162;2020;1
7116019162;2021;2
7116132930;2018;79
7116132930;2019;66
7116132930;2020;67
7116132930;2021;78
7116132930;2022;93
7116133651;2018;0
7116133651;2019;0
7116133651;2020;1
7116149595;2018;1
7116149595;2019;5
7116149595;2020;12
7116149595;2021;19
7116149595;2022;12
7116152340;2018;1
7116160052;2020;0
7116505028;2018;1
7116505028;2019;0
7116507508;2018;69
7116507508;2019;37
7116507508;2020;3
7116507508;2021;2
7116507508;2022;0
7116511649;2018;1
7117001070;2018;101
7117001070;2019;99
7117001070;2020;95
7117001070;2021;88
7117009953;2018;2
7117009953;2019;2
7117009953;2020;2
7117009953;2021;0
7117009953;2022;1
7117027367;2018;16
7117027367;2019;12
7117027367;2020;12
7117027367;2021;11
7117027367;2022;8
7117028650;2018;1
7117028650;2019;1
7117028650;2020;1
7117029205;2018;2
7117029205;2019;2
7117029205;2020;2
7117029205;2021;2
7117029205;2022;2
7117029396;2018;6
7117029396;2019;23
7117029396;2020;29
7117029396;2021;29
7117029396;2022;36
7117029653;2018;17
7117029653;2019;36
7117029653;2020;52
7117029653;2021;60
7117029653;2022;77
7117029830;2018;11
7117029830;2019;23
7117029830;2020;25
7117029830;2021;22
7117029830;2022;31
7117029847;2018;9
7117029847;2019;23
7117029847;2020;25
7117029847;2021;23
7117029847;2022;27
7117029879;2018;8
7117029879;2019;23
7117029879;2020;29
7117029879;2021;28
7117029879;2022;39
7117030120;2018;2
7117030120;2019;6
7117030120;2020;10
7117030120;2021;24
7117030120;2022;26
7117030137;2018;1
7117030137;2019;1
7117030137;2020;1
7117030137;2021;1
7117030137;2022;1
7117030313;2018;1
7117030313;2019;2
7117030313;2020;1
7117030313;2021;1
7117030313;2022;1
7117031067;2020;0
7117031067;2021;1
7117031067;2022;1
7117031162;2020;19
7117031162;2021;42
7117031162;2022;42
7117500270;2018;1
7117500671;2018;1
7117500671;2019;1
7117500671;2020;2
7117500671;2021;2
7117500671;2022;2
7117501146;2018;1
7117501146;2019;1
7117501146;2020;1
7117501146;2021;1
7117501146;2022;1
7117501185;2018;280
7117501185;2019;261
7117501185;2020;267
7117501185;2021;273
7117501185;2022;293
7117501298;2018;10
7117502630;2018;6
7117502630;2019;3
7117502630;2020;2
7117502630;2021;1
7117502630;2022;1
7117502750;2018;15
7117502750;2019;28
7117502750;2020;10
7117502750;2021;10
7117502750;2022;7
7117503150;2018;40
7117503150;2019;27
7117503150;2020;34
7117503150;2021;35
7117503150;2022;36
7117503400;2018;44
7117503400;2019;35
7117503506;2018;79
7117503506;2019;72
7117503506;2020;2
7117503506;2022;0
7118000752;2018;2
7118000752;2019;1
7118000752;2020;1
7118000752;2021;0
7118000752;2022;1
7118013399;2018;12
7118013399;2019;16
7118013399;2020;19
7118013399;2021;24
7118013399;2022;20
7118015438;2018;5
7118015438;2019;8
7118015438;2020;8
7118015438;2021;7
7118015438;2022;9
7118015734;2018;28
7118015734;2019;30
7118015734;2020;31
7118015734;2021;28
7118015734;2022;28
7118016431;2018;13
7118016431;2019;13
7118016431;2020;21
7118016431;2021;20
7118016431;2022;12
7118017033;2018;27
7118017033;2019;29
7118017033;2020;28
7118017033;2021;19
7118017033;2022;22
7118017121;2018;27
7118017121;2019;30
7118017121;2020;35
7118017121;2021;31
7118017121;2022;29
7118017153;2018;18
7118017153;2019;28
7118017153;2020;34
7118017153;2021;27
7118017153;2022;35
7118017900;2018;5
7118017900;2019;5
7118017900;2020;1
7118017900;2021;1
7118017900;2022;1
7118018742;2018;1
7118018742;2019;1
7118018742;2020;1
7118018742;2021;1
7118019048;2018;2
7118019048;2019;2
7118019048;2020;1
7118019048;2021;1
7118019048;2022;1
7118019190;2018;42
7118019190;2019;44
7118019190;2020;36
7118019190;2021;37
7118019190;2022;18
7118019312;2018;9
7118019312;2019;1
7118019337;2018;1
7118019337;2019;1
7118019337;2020;9
7118019337;2021;7
7118019337;2022;19
7118019369;2018;1
7118019369;2019;0
7118019369;2020;28
7118019369;2021;40
7118019369;2022;51
7118019633;2018;1
7118019859;2018;38
7118019859;2019;43
7118019859;2020;42
7118019859;2021;34
7118019859;2022;36
7118019993;2018;7
7118019993;2019;34
7118019993;2020;35
7118019993;2021;36
7118019993;2022;32
7118020205;2018;3
7118020251;2018;40
7118020251;2019;37
7118020251;2020;30
7118020251;2021;24
7118020251;2022;32
7118021248;2018;30
7118021248;2019;16
7118021248;2020;15
7118021248;2021;15
7118021248;2022;22
7118021424;2018;22
7118021424;2019;28
7118021424;2020;26
7118021424;2021;27
7118021424;2022;23
7118021551;2018;1
7118021551;2019;1
7118021551;2020;1
7118021551;2021;1
7118021551;2022;1
7118021583;2018;1
7118021583;2019;25
7118021583;2020;69
7118021583;2021;57
7118021583;2022;49
7118021640;2018;1
7118021640;2019;1
7118021640;2020;1
7118021640;2021;1
7118021640;2022;1
7118021689;2018;1
7118021689;2019;1
7118021689;2020;1
7118021713;2018;1
7118021713;2019;1
7118021713;2020;1
7118021713;2021;2
7118021713;2022;1
7118021897;2018;13
7118021897;2019;23
7118021897;2020;23
7118021897;2021;24
7118021897;2022;24
7118023372;2019;0
7118023372;2020;1
7118023372;2021;1
7118023372;2022;0
7118023710;2020;1
7118023710;2021;9
7118023710;2022;23
7118023904;2020;1
7118023904;2021;1
7118023904;2022;2
7118036646;2018;7
7118037199;2018;0
7118100147;2018;46
7118100147;2019;36
7118100147;2020;41
7118100147;2021;37
7118100147;2022;34
7118500145;2018;49
7118500145;2019;49
7118500145;2020;43
7118500145;2021;37
7118500145;2022;43
7118500561;2018;74
7118500561;2019;74
7118500561;2020;76
7118500561;2021;78
7118500561;2022;43
7118501082;2018;5
7118501082;2019;5
7118501082;2020;5
7118501082;2021;5
7118501082;2022;4
7118501276;2018;2
7118501276;2019;2
7118501276;2020;2
7118501276;2021;1
7118501276;2022;2
7118501300;2018;40
7118501300;2019;29
7118501300;2020;27
7118501300;2021;24
7118501300;2022;35
7118501357;2018;1
7118501357;2019;1
7118501357;2020;1
7118501357;2021;1
7118501357;2022;0
7118502738;2018;23
7118502738;2019;25
7118502738;2020;30
7118502738;2021;29
7118502738;2022;65
7118502897;2018;15
7118502897;2019;20
7118502897;2020;22
7118502897;2021;18
7118502953;2018;3
7118502953;2019;1
7118502953;2020;1
7118502953;2021;1
7118503234;2018;25
7118503234;2019;23
7118503234;2020;21
7118503234;2021;19
7118503234;2022;20
7118503266;2018;50
7118503266;2019;27
7118503266;2020;22
7118503266;2021;12
7118503266;2022;24
7118503280;2018;70
7118503280;2019;48
7118503280;2020;43
7118503280;2021;30
7118503280;2022;31
7118503844;2018;38
7118503844;2019;22
7118503844;2020;30
7118503844;2021;27
7118503844;2022;30
7118503869;2018;36
7118503869;2019;39
7118503869;2020;48
7118503869;2021;42
7118503869;2022;43
7118504044;2018;27
7118504044;2019;29
7118504044;2020;25
7118504044;2021;20
7118504044;2022;10
7118504206;2018;27
7118504206;2019;28
7118504206;2020;25
7118504206;2021;2
7118504206;2022;56
7118504260;2018;30
7118504260;2019;51
7118504260;2020;36
7118504260;2021;18
7118504260;2022;30
7118504453;2018;9
7118504453;2019;9
7118504453;2020;28
7118504453;2021;29
7118504453;2022;32
7118505538;2018;16
7118505538;2019;33
7118505538;2020;29
7118505538;2021;27
7118505538;2022;27
7118505619;2018;10
7118505619;2019;4
7118505619;2020;3
7118505619;2021;3
7118505619;2022;1
7118505680;2018;25
7118505680;2019;22
7118505680;2020;29
7118505680;2021;24
7118505680;2022;25
7118505947;2018;1
7118505947;2019;1
7118505947;2020;1
7118506027;2018;1
7118506027;2019;1
7118506027;2020;5
7118506027;2021;6
7118506027;2022;5
7118506250;2018;3
7118506250;2019;2
7118506250;2020;2
7118506250;2021;1
7118506250;2022;3
7118506274;2018;2
7118506274;2019;3
7118506274;2020;3
7118506274;2021;2
7118506274;2022;2
7118506348;2018;38
7118506348;2019;52
7118506348;2020;44
7118506348;2021;41
7118506348;2022;43
7118506556;2018;27
7118506556;2019;27
7118506556;2020;26
7118506556;2021;20
7118506556;2022;10
7118506588;2018;28
7118506588;2019;22
7118506588;2020;14
7118506588;2021;10
7118506588;2022;24
7118506732;2018;30
7118506732;2019;27
7118506732;2020;24
7118506732;2021;19
7118506732;2022;19
7118507060;2018;3
7118507060;2019;3
7118507060;2020;3
7118507060;2021;2
7118507060;2022;2
7118507133;2018;8
7118507133;2019;15
7118507133;2020;18
7118507133;2021;13
7118507133;2022;28
7118507246;2018;34
7118507246;2019;30
7118507246;2020;23
7118507246;2021;20
7118507246;2022;35
7118507694;2018;29
7118507694;2019;24
7118507694;2020;17
7118507694;2021;12
7118507694;2022;6
7118507704;2018;29
7118507704;2019;23
7118507704;2020;15
7118507704;2021;10
7118507704;2022;4
7118507711;2018;43
7118507711;2019;42
7118507711;2020;32
7118507711;2021;25
7118507711;2022;47
7118507863;2018;17
7118507863;2019;26
7118507863;2020;25
7118507863;2021;24
7118507863;2022;31
7118816371;2018;20
7118816371;2019;21
7118816371;2020;17
7118816371;2021;5
7118816371;2022;39
7118816999;2018;13
7118816999;2019;45
7118816999;2020;37
7118816999;2021;27
7118816999;2022;29
7118818555;2018;48
7118818555;2019;39
7118818555;2020;40
7118818555;2021;33
7118818555;2022;34
7118818717;2018;62
7118818717;2019;73
7118818717;2020;56
7118818717;2021;52
7118818717;2022;26
7121026165;2018;6
7121026165;2019;3
7121026165;2020;0
7121026165;2021;2
7121026165;2022;2
7122025358;2018;69
7122025358;2019;71
7122025358;2020;78
7122025358;2021;75
7122025358;2022;42
7122026785;2018;87
7122026785;2019;78
7122026785;2020;75
7122026785;2021;62
7122026785;2022;52
7122500444;2018;66
7122500444;2019;73
7122500444;2020;72
7122500444;2021;64
7122500444;2022;27
7123009976;2019;0
7123009976;2020;0
7123009976;2021;0
7123009976;2022;0
7125500523;2018;0
7125500523;2019;0
7125500523;2020;0
7125500918;2018;21
7125500918;2019;15
7125500918;2020;13
7125500918;2021;12
7125500918;2022;26
7125500925;2018;12
7125500925;2019;12
7125500925;2020;14
7125500925;2021;12
7125500925;2022;29
7126503291;2018;22
7126503291;2019;21
7126503291;2020;19
7126503291;2021;11
7126503291;2022;24
7127500286;2018;18
7127500286;2019;11
7127500286;2020;12
7127500286;2021;12
7127500286;2022;39
7128000720;2018;166
7128000720;2019;166
7128000720;2020;155
7128000720;2021;137
7128000720;2022;134
7128007605;2018;11
7128007605;2019;10
7128007605;2020;0
7128007605;2021;9
7128007605;2022;11
7128011626;2018;0
7128011626;2019;0
7128012066;2018;78
7128012066;2019;52
7128012066;2020;48
7128012066;2021;47
7128012066;2022;50
7128014641;2018;1
7128014641;2019;1
7128014641;2020;1
7128014641;2021;1
7128014641;2022;1
7128027898;2018;19
7128027898;2019;19
7128027898;2020;20
7128027898;2021;0
7128027898;2022;0
7128028669;2018;60
7128028669;2019;65
7128028669;2020;62
7128028669;2021;53
7128028669;2022;48
7128028796;2018;30
7128028796;2019;30
7128028796;2020;30
7128028796;2021;26
7128028796;2022;1
7128500200;2018;28
7128500200;2019;24
7128500200;2020;23
7128500200;2021;21
7128500200;2022;20
7128500698;2018;0
7128500698;2019;0
7128500698;2020;0
7128502110;2018;23
7128502110;2019;20
7128502110;2020;16
7128502110;2021;19
7128502110;2022;18
7128503579;2018;3
7129027019;2018;218
7129027019;2019;217
7129027019;2020;214
7129027019;2021;213
7129027019;2022;188
7130000170;2018;0
7130000170;2019;4
7130000170;2020;3
7130000170;2021;3
7130000170;2022;0
7130029130;2018;95
7130029130;2019;91
7130029130;2020;81
7130029130;2021;67
7130029130;2022;62
7130029275;2018;29
7130029275;2019;38
7130029275;2020;47
7130029275;2021;46
7130029275;2022;54
7130033930;2019;1
7130033930;2020;4
7130033930;2021;5
7130033930;2022;5
7130502075;2018;24
7130502075;2019;17
7130502075;2020;10
7130502075;2021;10
7130502075;2022;25
7130503706;2018;12
7130503706;2019;20
7130503706;2020;24
7130503706;2021;18
7130503706;2022;20
7130503713;2018;59
7130503713;2019;53
7130503713;2020;48
7130503713;2021;46
7130503713;2022;36
7130506721;2018;34
7130506721;2019;38
7130506721;2020;36
7130506721;2021;29
7130506721;2022;56
7130507210;2018;7
7130507210;2019;9
7130507210;2020;1
7130507210;2021;1
7130507210;2022;1
7132000480;2018;5
7132000480;2019;5
7132003723;2018;21
7132003723;2019;29
7132003723;2020;49
7132003723;2021;43
7132003723;2022;70
7132003794;2018;10
7132003794;2019;28
7132003794;2020;41
7132003794;2021;52
7132003794;2022;48
7132003843;2018;1
7132003843;2019;1
7132003843;2020;1
7132003843;2021;1
7132003843;2022;44
7133027861;2018;2
7133027861;2019;9
7133027861;2020;8
7133027861;2021;1
7133502041;2018;11
7133502041;2019;10
7133502041;2020;13
7133502041;2021;13
7133502041;2022;5
7133502563;2018;52
7133502563;2019;53
7133502563;2020;52
7133502563;2021;1
7133502563;2022;1
7136037089;2018;1
7136037089;2019;1
7136037184;2018;0
7136037184;2019;0
7136037184;2020;0
7136037184;2021;0
7136037184;2022;0
7136500099;2018;0
7136500099;2019;0
7136500701;2018;31
7136500701;2019;43
7136500701;2020;43
7136500701;2021;22
7136500701;2022;27
7148000580;2020;0
7148000580;2021;1
7148000580;2022;2
7151000189;2020;1
7151000189;2021;7
7151000189;2022;7
7151000284;2020;1
7151000284;2021;8
7151000284;2022;7
7153000434;2020;0
7153000610;2020;0
7153000610;2021;1
7153000610;2022;1
7153000635;2020;0
7153000635;2021;1
7153000635;2022;0
7153000674;2020;0
7153000674;2021;0
7153000674;2022;0
7202000817;2018;1
7202000817;2019;1
7202000817;2020;1
7202000817;2021;0
7202000817;2022;0
7202020387;2018;37
7202020387;2019;30
7202020387;2020;39
7202020387;2021;50
7202020387;2022;44
7202082640;2018;5
7202082640;2019;4
7202082640;2020;6
7202082640;2021;6
7202082640;2022;5
7202097580;2018;1
7202097580;2019;1
7202097580;2020;1
7202097580;2021;1
7202097580;2022;1
7202101501;2018;1
7202101501;2019;1
7202101501;2020;0
7202101501;2021;1
7202101501;2022;1
7202101861;2018;7
7202101861;2019;7
7202101861;2020;5
7202101861;2021;6
7202101861;2022;3
7202102625;2018;1
7202102625;2019;1
7202106450;2018;6
7202106450;2019;5
7202106450;2020;6
7202106450;2021;6
7202106450;2022;4
7202112817;2018;3
7202112817;2019;3
7202112817;2020;0
7202112817;2021;1
7202112817;2022;0
7202129754;2018;7
7202129754;2019;4
7202129754;2020;2
7202129754;2021;1
7202132235;2018;1
7202132235;2019;1
7202132235;2020;1
7202132235;2021;1
7202132235;2022;1
7202139230;2018;1
7202139230;2019;1
7202139230;2020;1
7202139230;2021;1
7202139230;2022;1
7202149060;2018;6
7202149060;2019;5
7202149060;2020;5
7202149060;2021;5
7202149060;2022;7
7202166587;2018;1
7202166587;2019;2
7202166587;2020;2
7202166587;2021;1
7202166587;2022;2
7202185011;2018;1
7202203140;2018;4
7202203140;2019;5
7202203140;2020;4
7202203140;2021;3
7202203140;2022;3
7202211568;2018;7
7202211568;2019;7
7202211568;2020;5
7202211568;2021;4
7202211568;2022;2
7202222295;2018;1
7202222295;2019;1
7202222295;2020;1
7202222295;2021;1
7202222295;2022;1
7202222986;2018;1
7202222986;2019;1
7202222986;2020;0
7202222986;2021;1
7202223972;2018;4
7202223972;2019;1
7202223972;2020;1
7202223972;2021;1
7202223972;2022;1
7202224172;2018;0
7202224172;2019;0
7202224172;2020;0
7202224172;2021;0
7202224172;2022;0
7202226356;2018;9
7202226356;2019;8
7202226356;2020;5
7202226356;2021;1
7202226356;2022;0
7202229237;2018;6
7202229237;2019;7
7202229237;2020;7
7202229237;2021;8
7202229237;2022;7
7202229597;2018;1
7202229597;2019;1
7202229597;2020;1
7202233272;2018;2
7202238182;2018;1
7202238182;2019;1
7202238182;2020;1
7202238200;2018;1
7202238200;2019;1
7202238200;2020;1
7202239041;2018;0
7202239041;2019;2
7202239041;2020;5
7202239041;2021;6
7202239041;2022;5
7202240505;2018;1
7202240505;2019;1
7202240897;2018;1
7202240897;2019;1
7202240897;2020;1
7202240897;2021;1
7202240897;2022;1
7202241273;2018;5
7202241273;2019;5
7202241273;2020;5
7202241273;2021;5
7202241273;2022;4
7202256706;2018;2
7202256706;2019;2
7202256706;2020;2
7202256706;2021;2
7202256706;2022;1
7202258037;2018;1
7202259640;2018;1
7203003828;2018;19
7203003828;2019;19
7203003828;2020;17
7203003828;2021;16
7203003828;2022;15
7203006900;2018;2
7203043531;2018;46
7203043531;2019;43
7203043531;2020;43
7203043531;2021;45
7203043531;2022;40
7203112383;2018;1
7203112383;2019;1
7203112383;2020;1
7203112383;2021;1
7203112383;2022;1
7203114430;2018;108
7203114430;2019;109
7203114430;2020;106
7203114430;2021;102
7203114430;2022;94
7203151696;2018;0
7203152410;2018;1
7203152410;2019;1
7203152410;2020;1
7203152410;2021;1
7203152410;2022;1
7203182704;2018;0
7203182704;2019;0
7203182704;2021;1
7203182704;2022;1
7203194386;2018;7
7203194386;2019;7
7203194386;2020;7
7203194386;2021;7
7203194386;2022;7
7203216576;2018;1
7203216576;2019;1
7203216576;2020;1
7203216576;2021;1
7203216576;2022;0
7203223125;2018;1
7203223125;2019;1
7203223125;2020;1
7203223125;2021;1
7203223125;2022;1
7203239100;2018;1
7203239100;2019;1
7203239100;2020;1
7203239100;2021;1
7203239100;2022;1
7203241981;2018;1
7203241981;2019;1
7203241981;2020;1
7203241981;2021;1
7203241981;2022;1
7203244975;2018;1
7203248120;2018;1
7203250351;2018;1
7203250351;2019;1
7203250351;2020;0
7203250351;2021;1
7203252888;2018;1
7203252888;2019;1
7203256593;2018;1
7203256593;2019;1
7203257406;2018;146
7203257406;2019;48
7203257406;2020;34
7203257406;2022;1
7203258270;2018;1
7203258270;2019;1
7203258270;2020;1
7203260832;2018;6
7203260832;2019;7
7203260832;2020;6
7203260832;2021;3
7203260832;2022;3
7203265319;2018;1
7203265319;2019;1
7203265319;2020;1
7203268623;2018;0
7203268623;2019;0
7203268623;2020;0
7203270502;2018;1
7203270502;2019;1
7203270502;2020;1
7203270502;2021;1
7203270502;2022;1
7203274320;2018;1
7203274320;2019;21
7203274320;2020;0
7203274320;2021;1
7203274320;2022;1
7203283847;2018;1
7203284777;2018;13
7203284777;2019;13
7203284777;2020;0
7203284777;2021;0
7203284777;2022;8
7203284858;2018;1
7203284858;2019;1
7203284858;2020;1
7203284858;2021;1
7203284858;2022;1
7203287584;2018;9
7203287584;2019;8
7203287584;2020;8
7203287584;2021;8
7203287584;2022;9
7203297952;2018;2
7203297952;2019;1
7203297952;2020;1
7203297952;2021;1
7203297952;2022;1
7203304053;2018;2
7203304053;2019;4
7203304053;2020;7
7203304053;2021;8
7203304053;2022;6
7203306685;2018;1
7203306685;2019;4
7203306685;2020;4
7203306685;2021;6
7203306685;2022;5
7203308266;2018;1
7203308266;2019;1
7203308509;2018;7
7203308509;2019;4
7203308509;2020;5
7203308509;2021;5
7203308509;2022;6
7203310515;2018;8
7203310515;2019;6
7203310515;2020;7
7203310515;2021;7
7203310515;2022;7
7203314534;2018;3
7203314534;2019;1
7203314534;2021;1
7203314534;2022;1
7203321468;2018;1
7203321468;2019;1
7203321468;2020;1
7203321468;2021;1
7203321468;2022;1
7203321644;2018;1
7203321644;2019;2
7203321644;2020;1
7203321644;2021;1
7203321644;2022;1
7203328135;2018;1
7203328135;2019;1
7203328135;2020;1
7203328135;2021;1
7203328135;2022;1
7203332526;2018;3
7203332526;2019;1
7203332526;2020;1
7203332526;2021;0
7203332526;2022;1
7203340816;2018;1
7203340816;2019;1
7203340816;2020;0
7203340816;2021;1
7203340816;2022;1
7203343461;2018;3
7203343461;2019;3
7203343461;2020;4
7203343461;2021;5
7203343461;2022;7
7203348156;2018;1
7203348156;2019;1
7203348156;2020;0
7203348156;2021;1
7203348156;2022;1
7203352515;2018;1
7203352515;2019;1
7203352515;2020;1
7203352515;2021;1
7203352515;2022;1
7203353614;2018;4
7203353614;2019;5
7203353614;2020;4
7203353614;2021;3
7203353614;2022;2
7203359493;2018;1
7203359493;2019;1
7203359493;2020;1
7203359493;2021;1
7203359493;2022;1
7203359951;2018;2
7203359951;2019;1
7203359951;2020;1
7203360509;2018;5
7203360509;2019;5
7203360509;2020;1
7203366050;2018;8
7203366050;2019;7
7203366050;2020;5
7203366050;2021;5
7203366050;2022;6
7203367744;2018;1
7203367744;2019;1
7203367744;2020;1
7203367744;2021;1
7203370987;2018;0
7203370987;2019;1
7203370987;2020;0
7203370987;2021;0
7203370987;2022;1
7203372247;2018;2
7203372247;2019;2
7203372247;2020;2
7203372769;2018;2
7203372769;2019;1
7203372769;2020;1
7203372769;2021;2
7203372769;2022;4
7203375657;2018;1
7203375657;2019;1
7203380784;2018;8
7203380784;2019;4
7203380784;2020;13
7203380784;2021;23
7203380784;2022;27
7203397058;2018;1
7203397058;2019;1
7203397058;2020;0
7203400712;2018;9
7203400712;2019;10
7203400712;2020;8
7203400712;2021;7
7203400712;2022;6
7203408422;2018;1
7203411961;2018;7
7203411961;2019;4
7203411961;2020;4
7203411961;2021;4
7203411961;2022;3
7203419583;2018;4
7203419583;2019;10
7203419583;2020;15
7203419583;2021;19
7203419583;2022;23
7203422794;2018;4
7203422794;2019;3
7203422794;2020;3
7203422794;2021;4
7203422794;2022;4
7203423029;2018;2
7203423029;2019;2
7203423029;2020;2
7203423029;2021;1
7203423029;2022;1
7203428556;2018;5
7203428556;2019;3
7203428556;2020;1
7203428556;2021;0
7203428556;2022;0
7203430756;2018;8
7203430756;2019;19
7203430756;2020;20
7203430756;2021;23
7203430756;2022;23
7203431037;2018;1
7203431037;2019;1
7203431037;2020;1
7203431037;2021;1
7203431037;2022;2
7203435472;2018;1
7203435472;2019;1
7203435793;2018;1
7203435923;2018;4
7203435923;2019;5
7203435923;2020;4
7203435923;2021;3
7203435923;2022;3
7203442430;2018;3
7203442430;2019;3
7203442430;2020;2
7203442430;2021;2
7203442430;2022;3
7203450262;2018;0
7203450262;2019;1
7203450262;2020;1
7203451080;2018;2
7203451080;2019;3
7203451080;2020;7
7203451080;2021;6
7203451080;2022;6
7203456419;2019;4
7203456419;2020;1
7203456419;2021;1
7203456419;2022;0
7203469993;2019;1
7203469993;2022;4
7203470205;2019;1
7203475725;2019;3
7203475725;2020;1
7203475725;2021;1
7203475725;2022;2
7203478204;2019;1
7203478204;2020;0
7203478204;2021;2
7203478204;2022;1
7203483420;2019;1
7203483420;2020;1
7203483420;2021;1
7203483420;2022;1
7203490233;2019;1
7203490233;2020;1
